"Data","Ostatnio","Otwarcie","Max.","Min.","Wol.","Zmiana%"
"2019-03-15","90.65","90.57","91.55","89.93","733.54K","0.51%"
"2019-03-14","90.19","90.73","90.94","89.48","446.79K","-1.56%"
"2019-03-13","91.62","91.26","91.91","90.84","498.21K","0.8%"
"2019-03-12","90.89","89.65","91","89.62","600.93K","1.59%"
"2019-03-11","89.47","89.11","89.81","88.19","488.20K","0.24%"
"2019-03-08","89.26","88.39","89.63","87.35","484.80K","2.28%"
"2019-03-07","87.27","86.71","87.71","86.17","338.15K","0.2%"
"2019-03-06","87.1","88.18","88.18","86.93","438.71K","-1.01%"
"2019-03-05","87.99","87.48","88.18","87.38","557.64K","0.4%"
"2019-03-04","87.64","87.22","87.68","86.65","433.98K","0.31%"
"2019-03-01","87.37","87.92","88.78","87.23","312.40K","-1.18%"
"2019-02-28","88.41","89.1","89.59","88.08","352.79K","-0.9%"
"2019-02-27","89.21","89.45","89.87","88.51","400.17K","-0.27%"
"2019-02-26","89.45","89.39","89.69","88.13","484.16K","0.16%"
"2019-02-25","89.31","89.99","90.87","88.64","576.64K","-0.74%"
"2019-02-22","89.98","90.05","91.06","89.53","379.20K","0.1%"
"2019-02-21","89.89","89.06","89.94","88.73","677.44K","0.45%"
"2019-02-20","89.49","89.51","90.69","88.78","565.68K","0.21%"
"2019-02-19","89.3","88.13","89.77","87.88","471.62K","2.42%"
"2019-02-15","87.19","87.87","88.02","86.02","759.04K","-0.32%"
"2019-02-14","87.47","86.94","87.69","86.51","446.77K","0.56%"
"2019-02-13","86.98","87.71","88.25","86.55","327.83K","-0.61%"
"2019-02-12","87.51","86.85","87.97","86.11","432.51K","1.31%"
"2019-02-11","86.38","86.54","86.82","85.5","327.85K","-0.56%"
"2019-02-08","86.87","85.3","87.35","85.1","411.28K","1.84%"
"2019-02-07","85.3","89","89","84.53","618.43K","-2.86%"
"2019-02-06","87.81","87.23","88.69","86.39","620.51K","-0.11%"
"2019-02-05","87.91","87.52","87.93","86.54","631.94K","0.45%"
"2019-02-04","87.52","86.24","87.55","85.99","256.09K","0.75%"
"2019-02-01","86.87","87.28","87.34","85.6","519.35K","-0.57%"
"2019-01-31","87.37","86.04","87.7","85.77","422.39K","1.89%"
"2019-01-30","85.75","84.91","87.11","84.29","374.38K","1.01%"
"2019-01-29","84.89","83.94","85.17","82.83","423.72K","2.24%"
"2019-01-28","83.03","83.25","83.6","82.72","266.84K","-0.2%"
"2019-01-25","83.2","82","83.74","81.7","437.17K","2.72%"
"2019-01-24","81","81.43","81.62","80.85","595.33K","-0.91%"
"2019-01-23","81.74","81.78","82.25","80.72","596.15K","-0.22%"
"2019-01-22","81.92","82.12","82.48","81.56","728.61K","-0.55%"
"2019-01-18","82.37","82.58","82.82","81.6","509.20K","-0.56%"
"2019-01-17","82.83","82.32","83.48","82.22","498.35K","0.58%"
"2019-01-16","82.35","81.37","82.7","81.31","482.55K","1.19%"
"2019-01-15","81.38","83.88","84.01","81.22","558.25K","-2.83%"
"2019-01-14","83.75","84.14","84.54","83.04","462.93K","-0.55%"
"2019-01-11","84.21","83.84","84.58","83.16","384.23K","1.02%"
"2019-01-10","83.36","84.41","84.76","82.75","479.11K","-1.24%"
"2019-01-09","84.41","84.63","85.25","84.16","503.73K","-0.55%"
"2019-01-08","84.88","83.95","85.14","83.28","443.27K","0.66%"
"2019-01-07","84.32","85.27","85.27","83.97","426.51K","-0.47%"
"2019-01-04","84.72","84.5","85.1","83.07","524.05K","-0.22%"
"2019-01-03","84.91","85.3","85.62","84.56","528.97K","0.32%"
"2019-01-02","84.64","86","86","84.21","635.28K","-1.18%"
